msg, files, lines, committer_date, 'modified_files'
Flink 1.15: Port Expose write-parallelism in SQL Hints to 1.15,4,56,2023-04-12 09:00:53-07:00,"['FlinkWriteConf.java', 'FlinkWriteOptions.java', 'FlinkSink.java', 'TestFlinkTableSink.java']"
Flink 1.17: Port Expose write-parallelism in SQL Hints to 1.17,4,56,2023-04-12 09:00:53-07:00,"['FlinkWriteConf.java', 'FlinkWriteOptions.java', 'FlinkSink.java', 'TestFlinkTableSink.java']"
Update issue template for 1.2.1 release (#7331),1,3,2023-04-12 12:14:12-07:00,['iceberg_bug_report.yml']
Core: Fix SnapshotProducer#targetBranch exception message (#7315),2,24,2023-04-12 15:01:03-07:00,"['SnapshotProducer.java', 'TestFastAppend.java']"
Build: Bump Gradle from 8.0.2 to 8.1 (#7333),1,4,2023-04-13 08:33:02-07:00,['gradle-wrapper.properties']
Build: Fix flaky checkstyle issue (#7321),10,41,2023-04-13 09:34:42-07:00,"['TestCloseableIterable.java', 'baseline.gradle', 'build.gradle', 'TestMetrics.java', 'DataGenerators.java', 'DataGenerators.java', 'DataGenerators.java', 'TestBloomRowGroupFilter.java', 'TestSparkReaderWithBloomFilter.java', 'TestSparkReaderWithBloomFilter.java']"
Infra: Update vote mail sample in source-release.sh (#7330),1,6,2023-04-13 10:31:25-07:00,['source-release.sh']
Core: Add missing metrics reporters when creating BaseTable (#7341),2,7,2023-04-13 10:38:08-07:00,"['BaseMetastoreCatalog.java', 'RESTSessionCatalog.java']"
"Core, Spark 3.3: Add FileRewriter API (#7175)",18,1528,2023-04-13 11:16:25-07:00,"['BinPackStrategy.java', 'FileRewriter.java', 'RewriteStrategy.java', 'SizeBasedDataRewriter.java', 'SizeBasedFileRewriter.java', 'SortStrategy.java', 'TestRewriteDataFilesProcedure.java', 'RewriteDataFilesSparkAction.java', 'SparkBinPackDataRewriter.java', 'SparkBinPackStrategy.java', 'SparkShufflingDataRewriter.java', 'SparkSizeBasedDataRewriter.java', 'SparkSortDataRewriter.java', 'SparkSortStrategy.java', 'SparkZOrderDataRewriter.java', 'SparkZOrderStrategy.java', 'TestRewriteDataFilesAction.java', 'TestSparkFileRewriter.java']"
Spark: Accept an `output-spec-id` to write to a desired partition spec (#7120),13,371,2023-04-13 12:00:55-07:00,"['SparkWriteConf.java', 'SparkWriteOptions.java', 'SparkWrite.java', 'TestPartitionedWrites.java', 'SparkWriteConf.java', 'SparkWriteOptions.java', 'SparkWrite.java', 'TestPartitionedWrites.java', 'SparkWriteConf.java', 'SparkWriteOptions.java', 'SparkWrite.java', 'PartitionedWritesTestBase.java', 'TestPartitionedWritesToWapBranch.java']"
"ORC, Spark 3.3: Support selected vector with ORC row and batch readers (#7197)",5,433,2023-04-14 18:16:37-07:00,"['OrcIterable.java', 'TestOrcDataReader.java', 'build.gradle', 'VectorizedSparkOrcReaders.java', 'TestVectorizedOrcDataReader.java']"
Flink: use correct scan mode when in TABLE_SCAN_THEN_INCREMENTAL mode (#7338),3,65,2023-04-15 20:58:29-07:00,"['FlinkSplitPlanner.java', 'ContinuousSplitPlannerImpl.java', 'TestIcebergSourceContinuous.java']"
"Build: Bump rich from 13.3.3 to 13.3.4 in /python (#7354)

Bumps [rich](https://github.com/Textualize/rich) from 13.3.3 to 13.3.4.
- [Release notes](https://github.com/Textualize/rich/releases)
- [Changelog](https://github.com/Textualize/rich/blob/master/CHANGELOG.md)
- [Commits](https://github.com/Textualize/rich/compare/v13.3.3...v13.3.4)

---
updated-dependencies:
- dependency-name: rich
  dependency-type: direct:production
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",2,10,2023-04-16 20:34:23+02:00,"['poetry.lock', 'pyproject.toml']"
"Build: Bump pytest from 7.3.0 to 7.3.1 in /python (#7355)

Bumps [pytest](https://github.com/pytest-dev/pytest) from 7.3.0 to 7.3.1.
- [Release notes](https://github.com/pytest-dev/pytest/releases)
- [Changelog](https://github.com/pytest-dev/pytest/blob/main/CHANGELOG.rst)
- [Commits](https://github.com/pytest-dev/pytest/compare/7.3.0...7.3.1)

---
updated-dependencies:
- dependency-name: pytest
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",2,10,2023-04-16 21:18:40+02:00,"['poetry.lock', 'pyproject.toml']"
"Build: Bump moto from 4.1.6 to 4.1.7 in /python (#7356)

Bumps [moto](https://github.com/getmoto/moto) from 4.1.6 to 4.1.7.
- [Release notes](https://github.com/getmoto/moto/releases)
- [Changelog](https://github.com/getmoto/moto/blob/master/CHANGELOG.md)
- [Commits](https://github.com/getmoto/moto/compare/4.1.6...4.1.7)

---
updated-dependencies:
- dependency-name: moto
  dependency-type: direct:development
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>
Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",2,10,2023-04-16 21:30:24+02:00,"['poetry.lock', 'pyproject.toml']"
AWS: Fix Glue catalog integration with SparkSessionCatalog (#7277),3,59,2023-04-17 12:01:50-07:00,"['GlueTableOperations.java', 'GlueToIcebergConverter.java', 'TestGlueToIcebergConverter.java']"
"Build: Bump Airlift from 0.21 to 0.24 (#7347)

They removed unnecessary links to the Hadoop codebase: https://github.com/airlift/aircompressor/commits/master",1,2,2023-04-17 13:36:18-07:00,['versions.props']
Docs: clarify Hive on Tez configuration (#7282),1,4,2023-04-18 06:36:37+02:00,['hive.md']
Spark: Simplify checks of output-spec-id in SparkWriteConf (#7348),3,29,2023-04-17 22:02:24-07:00,"['SparkWriteConf.java', 'SparkWriteConf.java', 'SparkWriteConf.java']"
"Core: Fix variable name in SetDefaultPartitionSpec (#7350)

Co-authored-by: Steve Zhang <hongyue_zhang@apple.com>",1,4,2023-04-17 23:22:26-07:00,['MetadataUpdate.java']
"Core, Spark: Make ObjectStoreLocationProvider serializable (#7353)",2,21,2023-04-18 11:30:50-07:00,"['LocationProviders.java', 'TestTableSerialization.java']"
Core: Parameterize RewriteDataFile's CommitService (#7343),3,388,2023-04-18 11:56:41-07:00,"['revapi.yml', 'BaseCommitService.java', 'RewriteDataFilesCommitManager.java']"
Core: Fix flaky TestParallelIterable test (#7372),1,18,2023-04-18 20:45:25-07:00,['TestParallelIterable.java']
"Flink: Apply row level filtering (#7109)

* Flink: Apply row level filtering

* Fix the tests

* Add test for case-sensitive

* Reduce duplication using a private method",15,187,2023-04-19 09:29:33+02:00,"['GenericAppenderHelper.java', 'FlinkSourceFilter.java', 'FlinkInputFormat.java', 'IcebergSource.java', 'RowDataFileScanTaskReader.java', 'RowDataRewriter.java', 'AvroGenericRecordReaderFunction.java', 'RowDataReaderFunction.java', 'TestFlinkScan.java', 'TestFlinkSource.java', 'TestIcebergSourceBounded.java', 'TestIcebergSourceBoundedGenericRecord.java', 'ReaderUtil.java', 'TestIcebergSourceReader.java', 'TestRowDataReaderFunction.java']"
Spark: Surface better error message during streaming planning when checkpoint snapshot not found (#6480),2,53,2023-04-19 12:53:52-07:00,"['SparkMicroBatchStream.java', 'TestStructuredStreamingRead3.java']"
Flink: backport #7338 to 1.16 and 1.15 (#7373),6,130,2023-04-19 13:15:33-07:00,"['FlinkSplitPlanner.java', 'ContinuousSplitPlannerImpl.java', 'TestIcebergSourceContinuous.java', 'FlinkSplitPlanner.java', 'ContinuousSplitPlannerImpl.java', 'TestIcebergSourceContinuous.java']"
Spark 3.4: Move 3.3 classes to 3.4 folder,482,0,2023-04-19 14:59:41-07:00,"['build.gradle', 'IcebergSqlExtensions.g4', 'IcebergSparkSessionExtensions.scala', 'ProjectingInternalRow.scala', 'AlignRowLevelCommandAssignments.scala', 'AlignedRowLevelIcebergCommandCheck.scala', 'AssignmentAlignmentSupport.scala', 'CheckMergeIntoTableConditions.scala', 'MergeIntoIcebergTableResolutionCheck.scala', 'ProcedureArgumentCoercion.scala', 'ResolveMergeIntoTableReferences.scala', 'ResolveProcedures.scala', 'RewriteDeleteFromIcebergTable.scala', 'RewriteMergeIntoTable.scala', 'RewriteRowLevelIcebergCommand.scala', 'RewriteUpdateTable.scala', 'AssignmentUtils.scala', 'ExtendedV2ExpressionUtils.scala', 'ExtendedReplaceNullWithFalseInPredicate.scala', 'ExtendedSimplifyConditionalsInPredicate.scala', 'IcebergSparkSqlExtensionsParser.scala', 'IcebergSqlExtensionsAstBuilder.scala', 'RewrittenRowLevelCommand.scala', 'AddPartitionField.scala', 'BranchOptions.scala', 'Call.scala', 'CreateOrReplaceBranch.scala', 'CreateOrReplaceTag.scala', 'DeleteFromIcebergTable.scala', 'DropBranch.scala', 'DropIdentifierFields.scala', 'DropPartitionField.scala', 'DropTag.scala', 'MergeIntoIcebergTable.scala', 'MergeRows.scala', 'NoStatsUnaryNode.scala', 'ReplaceIcebergData.scala', 'ReplacePartitionField.scala', 'RowLevelCommand.scala', 'SetIdentifierFields.scala', 'TagOptions.scala', 'UnresolvedMergeIntoIcebergTable.scala', 'UpdateIcebergTable.scala', 'V2WriteCommandLike.scala', 'WriteDelta.scala', 'statements.scala', 'RowDeltaUtils.scala', 'WriteDeltaProjections.scala', 'TruncateTransform.scala', 'ExtendedLogicalWriteInfoImpl.scala', 'AddPartitionFieldExec.scala', 'CallExec.scala', 'CreateOrReplaceBranchExec.scala', 'CreateOrReplaceTagExec.scala', 'DropBranchExec.scala', 'DropIdentifierFieldsExec.scala', 'DropPartitionFieldExec.scala', 'DropTagExec.scala', 'ExtendedDataSourceV2Implicits.scala', 'ExtendedDataSourceV2Strategy.scala', 'ExtendedDistributionAndOrderingUtils.scala', 'ExtendedV2Writes.scala', 'MergeRowsExec.scala', 'OptimizeMetadataOnlyDeleteFromIcebergTable.scala', 'ReplaceDataExec.scala', 'ReplacePartitionFieldExec.scala', 'ReplaceRewrittenRowLevelCommand.scala', 'RowLevelCommandScanRelationPushDown.scala', 'SetIdentifierFieldsExec.scala', 'SetWriteDistributionAndOrderingExec.scala', 'WriteDeltaExec.scala', 'RowLevelCommandDynamicPruning.scala', 'Employee.java', 'SparkExtensionsTestBase.java', 'SparkRowLevelOperationsTestBase.java', 'TestAddFilesProcedure.java', 'TestAlterTablePartitionFields.java', 'TestAlterTableSchema.java', 'TestAncestorsOfProcedure.java', 'TestBranchDDL.java', 'TestCallStatementParser.java', 'TestChangelogTable.java', 'TestCherrypickSnapshotProcedure.java', 'TestConflictValidation.java', 'TestCopyOnWriteDelete.java', 'TestCopyOnWriteMerge.java', 'TestCopyOnWriteUpdate.java', 'TestCreateChangelogViewProcedure.java', 'TestDelete.java', 'TestExpireSnapshotsProcedure.java', 'TestIcebergExpressions.java', 'TestMerge.java', 'TestMergeOnReadDelete.java', 'TestMergeOnReadMerge.java', 'TestMergeOnReadUpdate.java', 'TestMetadataTables.java', 'TestMigrateTableProcedure.java', 'TestPublishChangesProcedure.java', 'TestRegisterTableProcedure.java', 'TestRemoveOrphanFilesProcedure.java', 'TestReplaceBranch.java', 'TestRequiredDistributionAndOrdering.java', 'TestRewriteDataFilesProcedure.java', 'TestRewriteManifestsProcedure.java', 'TestRollbackToSnapshotProcedure.java', 'TestRollbackToTimestampProcedure.java', 'TestSetCurrentSnapshotProcedure.java', 'TestSetWriteDistributionAndOrdering.java', 'TestSnapshotTableProcedure.java', 'TestStoragePartitionedJoinsInRowLevelOperations.java', 'TestTagDDL.java', 'TestUpdate.java', 'TestWriteAborts.java', 'LICENSE', 'NOTICE', 'SmokeTest.java', 'SparkBenchmarkUtil.java', 'DeleteOrphanFilesBenchmark.java', 'IcebergSortCompactionBenchmark.java', 'RandomGeneratingUDF.java', 'SparkParquetReadersFlatDataBenchmark.java', 'SparkParquetReadersNestedDataBenchmark.java', 'SparkParquetWritersFlatDataBenchmark.java', 'SparkParquetWritersNestedDataBenchmark.java', 'Action.java', 'IcebergSourceBenchmark.java', 'IcebergSourceDeleteBenchmark.java', 'IcebergSourceFlatDataBenchmark.java', 'IcebergSourceNestedDataBenchmark.java', 'IcebergSourceNestedListDataBenchmark.java', 'WritersBenchmark.java', 'AvroWritersBenchmark.java', 'IcebergSourceFlatAvroDataReadBenchmark.java', 'IcebergSourceNestedAvroDataReadBenchmark.java', 'IcebergSourceFlatORCDataBenchmark.java', 'IcebergSourceFlatORCDataReadBenchmark.java', 'IcebergSourceNestedListORCDataWriteBenchmark.java', 'IcebergSourceNestedORCDataReadBenchmark.java', 'IcebergSourceFlatParquetDataFilterBenchmark.java', 'IcebergSourceFlatParquetDataReadBenchmark.java', 'IcebergSourceFlatParquetDataWriteBenchmark.java', 'IcebergSourceNestedListParquetDataWriteBenchmark.java', 'IcebergSourceNestedParquetDataFilterBenchmark.java', 'IcebergSourceNestedParquetDataReadBenchmark.java', 'IcebergSourceNestedParquetDataWriteBenchmark.java', 'IcebergSourceParquetEqDeleteBenchmark.java', 'IcebergSourceParquetMultiDeleteFileBenchmark.java', 'IcebergSourceParquetPosDeleteBenchmark.java', 'IcebergSourceParquetWithUnrelatedDeleteBenchmark.java', 'ParquetWritersBenchmark.java', 'VectorizedReadDictionaryEncodedFlatParquetDataBenchmark.java', 'VectorizedReadFlatParquetDataBenchmark.java', 'VectorizedReadParquetDecimalBenchmark.java', 'BaseCatalog.java', 'BaseFileRewriteCoordinator.java', 'ChangelogIterator.java', 'CommitMetadata.java', 'ExtendedParser.java', 'FileRewriteCoordinator.java', 'FileScanTaskSetManager.java', 'IcebergSpark.java', 'JobGroupInfo.java', 'JobGroupUtils.java', 'PathIdentifier.java', 'PositionDeletesRewriteCoordinator.java', 'PruneColumnsWithReordering.java', 'PruneColumnsWithoutReordering.java', 'RollbackStagedTable.java', 'ScanTaskSetManager.java', 'SortOrderToSpark.java', 'Spark3Util.java', 'SparkAggregates.java', 'SparkCachedTableCatalog.java', 'SparkCatalog.java', 'SparkConfParser.java', 'SparkDataFile.java', 'SparkDistributionAndOrderingUtil.java', 'SparkExceptionUtil.java', 'SparkFilters.java', 'SparkFixupTimestampType.java', 'SparkFixupTypes.java', 'SparkReadConf.java', 'SparkReadOptions.java', 'SparkSQLProperties.java', 'SparkSchemaUtil.java', 'SparkSessionCatalog.java', 'SparkStructLike.java', 'SparkTableCache.java', 'SparkTableUtil.java', 'SparkTypeToType.java', 'SparkTypeVisitor.java', 'SparkUtil.java', 'SparkV2Filters.java', 'SparkValueConverter.java', 'SparkWriteConf.java', 'SparkWriteOptions.java', 'TypeToSparkType.java', 'BaseSnapshotUpdateSparkAction.java', 'BaseSparkAction.java', 'BaseTableCreationSparkAction.java', 'DeleteOrphanFilesSparkAction.java', 'DeleteReachableFilesSparkAction.java', 'ExpireSnapshotsSparkAction.java', 'FileInfo.java', 'ManifestFileBean.java', 'MigrateTableSparkAction.java', 'RewriteDataFilesSparkAction.java', 'RewriteManifestsSparkAction.java', 'SetAccumulator.java', 'SnapshotTableSparkAction.java', 'SparkActions.java', 'SparkBinPackDataRewriter.java', 'SparkBinPackStrategy.java', 'SparkShufflingDataRewriter.java', 'SparkSizeBasedDataRewriter.java', 'SparkSortDataRewriter.java', 'SparkSortStrategy.java', 'SparkZOrderDataRewriter.java', 'SparkZOrderStrategy.java', 'SparkZOrderUDF.java', 'AvroWithSparkSchemaVisitor.java', 'ParquetWithSparkSchemaVisitor.java', 'SparkAvroReader.java', 'SparkAvroWriter.java', 'SparkOrcReader.java', 'SparkOrcValueReaders.java', 'SparkOrcValueWriters.java', 'SparkOrcWriter.java', 'SparkParquetReaders.java', 'SparkParquetWriters.java', 'SparkValueReaders.java', 'SparkValueWriters.java', 'ArrowVectorAccessorFactory.java', 'ArrowVectorAccessors.java', 'ColumnVectorBuilder.java', 'ColumnVectorWithFilter.java', 'ColumnarBatchReader.java', 'ConstantColumnVector.java', 'DeletedColumnVector.java', 'IcebergArrowColumnVector.java', 'RowPositionColumnVector.java', 'VectorizedSparkOrcReaders.java', 'VectorizedSparkParquetReaders.java', 'BucketFunction.java', 'DaysFunction.java', 'HoursFunction.java', 'IcebergVersionFunction.java', 'MonthsFunction.java', 'SparkFunctions.java', 'TruncateFunction.java', 'UnaryUnboundFunction.java', 'YearsFunction.java', 'AddFilesProcedure.java', 'AncestorsOfProcedure.java', 'BaseProcedure.java', 'CherrypickSnapshotProcedure.java', 'CreateChangelogViewProcedure.java', 'ExpireSnapshotsProcedure.java', 'MigrateTableProcedure.java', 'ProcedureInput.java', 'PublishChangesProcedure.java', 'RegisterTableProcedure.java', 'RemoveOrphanFilesProcedure.java', 'RewriteDataFilesProcedure.java', 'RewriteManifestsProcedure.java', 'RollbackToSnapshotProcedure.java', 'RollbackToTimestampProcedure.java', 'SetCurrentSnapshotProcedure.java', 'SnapshotTableProcedure.java', 'SparkProcedures.java', 'BaseBatchReader.java', 'BaseReader.java', 'BaseRowReader.java', 'BatchDataReader.java', 'ChangelogRowReader.java', 'EqualityDeleteRowReader.java', 'HasIcebergCatalog.java', 'IcebergSource.java', 'InternalRowWrapper.java', 'PositionDeletesRowReader.java', 'RowDataReader.java', 'SerializableTableWithSize.java', 'SparkAppenderFactory.java', 'SparkBatch.java', 'SparkBatchQueryScan.java', 'SparkChangelogScan.java', 'SparkChangelogTable.java', 'SparkCleanupUtil.java', 'SparkColumnarReaderFactory.java', 'SparkCopyOnWriteOperation.java', 'SparkCopyOnWriteScan.java', 'SparkFileWriterFactory.java', 'SparkInputPartition.java', 'SparkLocalScan.java', 'SparkMetadataColumn.java', 'SparkMicroBatchStream.java', 'SparkPartitionedFanoutWriter.java', 'SparkPartitionedWriter.java', 'SparkPartitioningAwareScan.java', 'SparkPositionDeletesRewrite.java', 'SparkPositionDeletesRewriteBuilder.java', 'SparkPositionDeltaOperation.java', 'SparkPositionDeltaWrite.java', 'SparkPositionDeltaWriteBuilder.java', 'SparkRowLevelOperationBuilder.java', 'SparkRowReaderFactory.java', 'SparkScan.java', 'SparkScanBuilder.java', 'SparkStagedScan.java', 'SparkStagedScanBuilder.java', 'SparkTable.java', 'SparkWrite.java', 'SparkWriteBuilder.java', 'StagedSparkTable.java', 'Stats.java', 'StreamingOffset.java', 'StructInternalRow.java', 'NumDeletes.java', 'NumSplits.java', 'TaskNumDeletes.java', 'TaskNumSplits.java', 'NoSuchProcedureException.java', 'Procedure.java', 'ProcedureCatalog.java', 'ProcedureParameter.java', 'ProcedureParameterImpl.java', 'DeltaBatchWrite.java', 'DeltaWrite.java', 'DeltaWriteBuilder.java', 'DeltaWriter.java', 'DeltaWriterFactory.java', 'ExtendedLogicalWriteInfo.java', 'SupportsDelta.java', 'org.apache.spark.sql.sources.DataSourceRegister', 'TransformExpressions.scala', 'SetWriteDistributionAndOrdering.scala', 'SortOrderParserUtil.scala', 'DistributionAndOrderingUtils.scala', 'PlanUtils.scala', 'SparkExpressionConverter.scala', 'KryoHelpers.java', 'TaskCheckHelper.java', 'TestDataFileSerialization.java', 'TestFileIOSerialization.java', 'TestHadoopMetricsContextSerialization.java', 'TestManifestFileSerialization.java', 'TestScanTaskSerialization.java', 'TestTableSerialization.java', 'ValidationHelpers.java', 'SparkCatalogConfig.java', 'SparkCatalogTestBase.java', 'SparkTestBase.java', 'SparkTestBaseWithCatalog.java', 'SparkTestHelperBase.java', 'TestChangelogIterator.java', 'TestFileRewriteCoordinator.java', 'TestFunctionCatalog.java', 'TestSpark3Util.java', 'TestSparkCachedTableCatalog.java', 'TestSparkCatalogOperations.java', 'TestSparkDistributionAndOrderingUtil.java', 'TestSparkFilters.java', 'TestSparkSchemaUtil.java', 'TestSparkSessionCatalog.java', 'TestSparkTableUtil.java', 'TestSparkV2Filters.java', 'TestSparkValueConverter.java', 'TestSparkWriteConf.java', 'TestCreateActions.java', 'TestDeleteReachableFilesAction.java', 'TestExpireSnapshotsAction.java', 'TestRemoveOrphanFilesAction.java', 'TestRemoveOrphanFilesAction3.java', 'TestRewriteDataFilesAction.java', 'TestRewriteManifestsAction.java', 'TestSparkFileRewriter.java', 'AvroDataTest.java', 'GenericsHelpers.java', 'RandomData.java', 'TestHelpers.java', 'TestOrcWrite.java', 'TestParquetAvroReader.java', 'TestParquetAvroWriter.java', 'TestSparkAvroEnums.java', 'TestSparkAvroReader.java', 'TestSparkDateTimes.java', 'TestSparkOrcReadMetadataColumns.java', 'TestSparkOrcReader.java', 'TestSparkParquetReadMetadataColumns.java', 'TestSparkParquetReader.java', 'TestSparkParquetWriter.java', 'TestSparkRecordOrcReaderWriter.java', 'TestVectorizedOrcDataReader.java', 'TestParquetDictionaryEncodedVectorizedReads.java', 'TestParquetDictionaryFallbackToPlainEncodingVectorizedReads.java', 'TestParquetVectorizedReads.java', 'ComplexRecord.java', 'FilePathLastModifiedRecord.java', 'LogMessage.java', 'ManualSource.java', 'NestedRecord.java', 'SimpleRecord.java', 'SparkSQLExecutionHelper.java', 'TestAvroScan.java', 'TestBaseReader.java', 'TestChangelogReader.java', 'TestDataFrameWriterV2.java', 'TestDataFrameWrites.java', 'TestDataSourceOptions.java', 'TestFilteredScan.java', 'TestForwardCompatibility.java', 'TestIcebergSource.java', 'TestIcebergSourceHadoopTables.java', 'TestIcebergSourceHiveTables.java', 'TestIcebergSourceTablesBase.java', 'TestIcebergSpark.java', 'TestIdentityPartitionData.java', 'TestInternalRowWrapper.java', 'TestMetadataTableReadableMetrics.java', 'TestMetadataTablesWithPartitionEvolution.java', 'TestParquetScan.java', 'TestPartitionPruning.java', 'TestPartitionValues.java', 'TestPathIdentifier.java', 'TestPositionDeletesTable.java', 'TestReadProjection.java', 'TestRequiredDistributionAndOrdering.java', 'TestRuntimeFiltering.java', 'TestSnapshotSelection.java', 'TestSparkAggregates.java', 'TestSparkAppenderFactory.java', 'TestSparkCatalog.java', 'TestSparkCatalogCacheExpiration.java', 'TestSparkCatalogHadoopOverrides.java', 'TestSparkDataFile.java', 'TestSparkDataWrite.java', 'TestSparkFileWriterFactory.java', 'TestSparkMergingMetrics.java', 'TestSparkMetadataColumns.java', 'TestSparkPartitioningWriters.java', 'TestSparkPositionDeltaWriters.java', 'TestSparkReadProjection.java', 'TestSparkReaderDeletes.java', 'TestSparkReaderWithBloomFilter.java', 'TestSparkRollingFileWriters.java', 'TestSparkScan.java', 'TestSparkStagedScan.java', 'TestSparkTable.java', 'TestSparkWriterMetrics.java', 'TestStreamingOffset.java', 'TestStructuredStreaming.java', 'TestStructuredStreamingRead3.java', 'TestTables.java', 'TestTimestampWithoutZone.java', 'TestWriteMetricsConfig.java', 'ThreeColumnRecord.java', 'PartitionedWritesTestBase.java', 'TestAggregatePushDown.java', 'TestAlterTable.java', 'TestCreateTable.java', 'TestCreateTableAsSelect.java', 'TestDeleteFrom.java', 'TestDropTable.java', 'TestFilterPushDown.java', 'TestNamespaceSQL.java', 'TestPartitionedWrites.java', 'TestPartitionedWritesAsSelect.java', 'TestPartitionedWritesToBranch.java', 'TestPartitionedWritesToWapBranch.java', 'TestRefreshTable.java', 'TestSelect.java', 'TestSparkBucketFunction.java', 'TestSparkDaysFunction.java', 'TestSparkHoursFunction.java', 'TestSparkMonthsFunction.java', 'TestSparkTruncateFunction.java', 'TestSparkYearsFunction.java', 'TestStoragePartitionedJoins.java', 'TestTimestampWithoutZone.java', 'TestUnpartitionedWrites.java', 'TestUnpartitionedWritesToBranch.java', 'UnpartitionedWritesTestBase.java']"
